ID,MSZoning,Street,Alley,LotArea,LotShape,LandContour,Utilities,LandSlope,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,CentralAir,Electrical,1stFlrSF,2ndFlrSF,TotFlrSF,LowQualFinSF,GrLivArea,Bath,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,Fence,MiscFeature,MiscVal,DaSold,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1311,RL,Grvl,Grvl,160,IR3,Lvl,AllPub,Gtl,TGR,Norm,Feedr,2,9,7,2003,2016,Hip,ClyTile,BrkFace,NA,Ex,Gd,Cinder Block,Y,SBrkr,140,140,280,0,267,4,4,1,Gd,3,Min1,Attchd,Fin,1,13,Ex,Ex,GdPrv,Shed,0,1,9,2018,WD,Normal,3200000000
1312,RM,Grvl,Grvl,200,IR3,Lvl,AllPub,Gtl,TGR,Norm,Feedr,2,8,9,1990,2014,Hip,ClyTile,BrkComm,NA,Gd,Gd,Cinder Block,N,FuseA,180,180,360,0,347,3,4,1,Gd,4,Min1,carport,Fin,1,13,Ex,Ex,GdPrv,Shed,0,17,4,2018,CWD,Normal,4500000000
1313,RP,Grvl,Grvl,250,IR3,Lvl,AllPub,Gtl,TGR,Norm,Feedr,2,7,8,1998,2015,Hip,ClyTile,BrkFace,NA,Ex,Gd,Cinder Block,Y,SBrkr,240,240,480,0,466,2,4,1,Gd,3,Min1,Detchd,Fin,1,14,Ex,Ex,GdPrv,Shed,0,19,5,2019,CWD,Normal,5500000000
1314,RM,Pave,Pave,250,IR3,Lvl,AllPub,Gtl,TGR,Norm,Feedr,2,6,7,1997,2014,Hip,ClyTile,CBlock,NA,Gd,Gd,Cinder Block,N,FuseA,240,240,480,0,465,3,4,1,Gd,3,Typ,carport,Fin,1,15,Ex,Ex,GdPrv,Shed,0,15,5,2018,CWD,Normal,5500000000
1315,RM,Pave,Pave,250,IR3,Lvl,AllPub,Gtl,TGR,Norm,Feedr,2,7,8,1996,2017,Hip,ClyTile,CemntBd,NA,Ex,Gd,Cinder Block,Y,SBrkr,240,240,480,0,444,4,4,1,Gd,3,Typ,carport,Fin,2,36,Ex,Ex,GdPrv,Shed,0,14,3,2020,CWD,Normal,5500000000
1316,RM,Pave,Pave,200,IR3,Lvl,AllPub,Gtl,TGR,Norm,Feedr,2,9,9,1995,2018,Hip,ClyTile,HdBoard,NA,Gd,Gd,Cinder Block,N,FuseA,180,180,360,0,324,3,4,1,Ex,3,Typ,carport,Fin,2,36,Ex,Ex,GdPrv,Shed,0,20,8,2019,CWD,Normal,4500000000
1317,RH,Pave,Pave,15,Reg,Lvl,AllPub,Gtl,TGR,Artery,Feedr,1,8,7,1994,2020,Flat,Membran,MetalSd,NA,Ex,Gd,PConc,Y,SBrkr,15,0,15,0,15,2,4,1,Gd,2,Typ,NA,NA,0,0,NA,NA,GdPrv,Shed,0,10,10,2020,CWD,Normal,300000000
1318,RH,Pave,Pave,18,Reg,Lvl,AllPub,Gtl,TGR,Artery,Feedr,1,7,8,1955,2016,Flat,Membran,AsbShng,NA,Gd,Gd,PConc,N,FuseA,18,0,18,0,18,3,4,1,Ex,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,28,6,2021,CWD,Normal,330000000
1319,RH,Pave,Pave,20,Reg,Lvl,AllPub,Gtl,TGR,Artery,Feedr,1,6,9,1978,2020,Flat,Membran,AsphShn,NA,Ex,Gd,PConc,Y,SBrkr,20,0,20,5,20,4,4,1,Gd,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,7,11,2021,CWD,Normal,350000000
1320,RH,Pave,NA,20,Reg,Lvl,AllPub,Gtl,TGR,Artery,Feedr,1,7,7,1980,2016,Flat,Membran,BrkComm,NA,Gd,Gd,PConc,N,FuseA,20,0,20,0,20,3,3,1,Ex,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,16,7,2021,CWD,Normal,350000000
1321,RP,Grvl,Grvl,200,IR3,Lvl,AllPub,Gtl,TGR,Norm,Feedr,1,8,8,1990,2020,Hip,ClyTile,BrkFace,NA,Ex,Gd,BrkTil,Y,SBrkr,180,180,360,90,345,2,3,1,Gd,3,Typ,carport,Fin,1,15,Gd,Gd,GdPrv,NA,0,6,11,2021,CWD,Normal,4500000000
1322,C,Grvl,Grvl,90,Reg,Lvl,AllPub,Gtl,TGR,Norm,Feedr,1,9,9,2001,2021,Flat,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,FuseA,50,50,100,30,64,3,4,1,Ex,3,Min1,Attchd,Fin,2,36,Ex,Ex,MnPrv,NA,0,8,11,2021,CWD,Normal,900000000
1323,I,Grvl,Grvl,10000,Reg,Lvl,AllPub,Gtl,TGR,Norm,Feedr,1,8,7,1988,2016,Flat,Metal,MetalSd,NA,Ex,Gd,PConc,Y,SBrkr,9000,40,9040,0,9026,4,3,1,Gd,3,Typ,Attchd,Fin,1,14,Gd,Gd,GdWo,NA,0,1,2,2021,CWD,Normal,50000000000
1324,RM,Grvl,Grvl,180,IR2,Lvl,AllPub,Gtl,TGR,Norm,Feedr,1,9,8,1984,2018,Gambrel,ClyTile,ImStucc,NA,Gd,Gd,BrkTil,N,FuseA,160,160,320,0,307,3,2,1,Ex,3,Typ,Attchd,Fin,1,13,Ex,Ex,GdPrv,NA,0,26,5,2021,CWD,Normal,3550000000
1325,RP,Grvl,Grvl,180,IR2,Lvl,AllPub,Gtl,TGR,Norm,Feedr,1,8,9,1990,2020,Gambrel,ClyTile,Plywood,NA,Ex,Gd,BrkTil,Y,SBrkr,160,160,320,80,307,2,2,1,Gd,3,Typ,carport,Fin,1,13,Gd,Gd,MnPrv,NA,0,27,3,2021,CWD,Normal,3550000000
1326,RP,Grvl,Grvl,180,IR2,Lvl,AllPub,Gtl,TGR,Norm,Feedr,1,9,7,1991,2020,Gambrel,ClyTile,MetalSd,NA,Gd,Gd,BrkTil,N,FuseA,160,160,320,80,307,3,3,1,Ex,5,Min1,Detchd,Fin,1,13,Ex,Ex,GdWo,NA,0,16,7,2021,CWD,Normal,3550000000
1327,RH,Pave,Pave,20,Reg,Lvl,AllPub,Gtl,TGR,Artery,Norm,1,8,8,1999,2016,Flat,Membran,MetalSd,NA,Ex,Gd,PConc,Y,SBrkr,20,0,20,0,20,4,4,1,Gd,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,9,3,2021,CWD,Normal,355000000
1328,RL,Grvl,Pave,180,IR3,Lvl,AllPub,Gtl,TGR,Feedr,Norm,1,9,9,2000,2014,Gambrel,ClyTile,AsbShng,NA,Gd,Gd,BrkTil,N,FuseA,160,160,320,0,307,3,3,1,Ex,6,Typ,Attchd,Fin,1,13,Gd,Gd,GdPrv,NA,0,18,12,2019,CWD,Normal,3500000000
1329,RM,Grvl,Pave,180,IR3,Lvl,AllPub,Gtl,TGR,Feedr,Norm,1,8,8,2001,2015,Gambrel,ClyTile,AsphShn,NA,Ex,Gd,BrkTil,Y,SBrkr,160,160,320,0,306,2,2,1,Gd,5,Typ,Attchd,Fin,1,14,Ex,Ex,MnPrv,NA,0,10,3,2019,CWD,Normal,3500000000
1330,RP,Grvl,Pave,180,IR3,Lvl,AllPub,Gtl,TGR,Feedr,Norm,1,9,7,2003,2014,Gambrel,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,FuseA,160,160,320,0,305,3,3,1,Ex,4,Min1,Attchd,Fin,1,15,Gd,Gd,GdWo,NA,0,13,9,2018,CWD,Normal,3500000000
1331,RL,Grvl,Pave,180,IR3,Lvl,AllPub,Gtl,TGR,Feedr,Norm,1,8,9,2004,2017,Gambrel,ClyTile,BrkFace,NA,Ex,Gd,BrkTil,Y,SBrkr,160,160,320,0,305,4,4,1,Gd,4,Typ,Attchd,Fin,1,15,Ex,Ex,GdPrv,NA,0,6,10,2018,CWD,Normal,3500000000
1332,RM,Grvl,Pave,180,IR3,Lvl,AllPub,Gtl,TGR,Feedr,Norm,1,8,9,2005,2018,Gambrel,ClyTile,ImStucc,NA,Gd,Gd,BrkTil,N,FuseA,160,160,320,0,306,3,3,1,Ex,6,Typ,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,8,9,2019,CWD,Normal,3500000000
1333,RP,Grvl,Pave,180,IR3,Lvl,AllPub,Gtl,TGR,Feedr,Norm,1,8,7,2006,2013,Gambrel,ClyTile,Plywood,NA,Ex,Gd,BrkTil,Y,SBrkr,160,160,320,0,307,2,2,1,Gd,6,Min 2,Attchd,Fin,1,13,Ex,Ex,GdWo,NA,0,2,10,2018,CWD,Normal,3500000000
1334,RH,Pave,Pave,20,Reg,Lvl,AllPub,Gtl,TGR,Artery,Norm,1,8,8,2005,2018,Flat,Membran,MetalSd,NA,Gd,Gd,PConc,N,FuseA,20,0,20,0,20,3,3,1,Ex,2,Typ,NA,NA,0,0,NA,NA,NA,NA,0,15,1,2018,CWD,Normal,350000000
1335,C,Pave,Pave,140,Reg,Lvl,AllPub,Gtl,TGR,Feedr,Norm,1,7,9,2004,2018,Flat,ClyTile,BrkFace,NA,Ex,Gd,BrkTil,Y,SBrkr,120,120,240,0,227,4,4,1,Gd,6,Typ,carport,Fin,1,13,Gd,Gd,GdWo,NA,0,16,8,2019,CWD,Normal,1500000000
1336,I,Pave,Grvl,50000,Reg,Lvl,AllPub,Gtl,TGR,Feedr,Norm,1,7,7,2008,2018,Flat,Metal,MetalSd,NA,Gd,Gd,BrkTil,N,FuseA,45000,50,45050,0,45050,3,3,1,Ex,4,Min 2,NA,NA,0,0,NA,NA,GdPrv,NA,0,17,1,2018,CWD,Normal,2.5E+11
1337,RL,Grvl,Grvl,150,IR2,Lvl,AllPub,Gtl,TGR,Feedr,Norm,1,7,8,2010,2013,Hip,ClyTile,PreCast,NA,Ex,Gd,BrkTil,Y,SBrkr,140,140,280,0,265,2,2,1,Gd,8,Typ,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,2,1,2020,CWD,Normal,2800000000
1338,RM,Grvl,Grvl,150,IR2,Lvl,AllPub,Gtl,TGR,Feedr,Norm,2,7,9,1998,2020,Gambrel,ClyTile,Stone,NA,Gd,Gd,BrkTil,N,FuseA,140,140,280,70,266,3,3,1,Ex,7,Typ,Attchd,Fin,1,14,Gd,Gd,GdWo,NA,0,19,11,2018,CWD,Normal,2800000000
1339,RP,Grvl,Grvl,150,IR2,Lvl,AllPub,Gtl,TGR,Feedr,Norm,2,7,8,2001,2021,Gambrel,ClyTile,Stucco,NA,Ex,Gd,BrkTil,Y,SBrkr,140,140,280,70,267,4,4,1,Gd,6,Min 2,Attchd,Fin,1,13,Ex,Ex,MnPrv,NA,0,16,12,2018,CWD,Normal,2800000000
1340,RH,Pave,NA,15,Reg,Lvl,AllPub,Gtl,TGR,Artery,Norm,2,7,7,1998,2012,Flat,Membran,VinylSd,NA,Gd,Gd,PConc,N,FuseA,15,0,15,0,15,3,3,1,Ex,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,1,2,2018,CWD,Normal,295000000
1341,RH,Pave,NA,25,Reg,Lvl,AllPub,Gtl,TGR,Artery,Norm,2,7,8,1991,2014,Flat,Membran,Wd,NA,Ex,Gd,PConc,Y,SBrkr,25,0,25,0,25,2,2,1,Gd,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,17,5,2020,CWD,Normal,385000000
1342,RL,Grvl,Grvl,150,IR1,Lvl,AllPub,Gtl,TGR,Feedr,Norm,2,7,9,1954,2015,Hip,ClyTile,PreCast,NA,Gd,Gd,BrkTil,N,FuseA,140,140,280,0,267,3,3,1,Ex,5,Typ,Attchd,Fin,1,13,Gd,Gd,GdWo,NA,0,9,7,2018,CWD,Normal,2800000000
1343,RM,Grvl,Grvl,150,IR2,Lvl,AllPub,Gtl,TGR,Norm,Norm,2,7,8,2002,2016,Gambrel,ClyTile,Stone,NA,Ex,Gd,BrkTil,Y,SBrkr,140,140,280,0,266,4,4,1,Gd,6,Typ,Attchd,Fin,1,14,Ex,Ex,GdPrv,NA,0,2,7,2020,CWD,Normal,2800000000
1344,RP,Grvl,Grvl,150,IR3,Lvl,AllPub,Gtl,TGR,Artery,Norm,1,8,7,2002,2019,Hip,ClyTile,Stucco,NA,Gd,Gd,BrkTil,N,FuseA,140,140,280,0,265,3,3,1,Ex,7,Min 2,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,10,3,2020,CWD,Normal,2800000000
1345,RL,Grvl,Grvl,150,IR3,Lvl,AllPub,Gtl,TGR,Feedr,Norm,1,8,8,2002,2018,Gambrel,ClyTile,VinylSd,NA,Ex,Gd,BrkTil,Y,SBrkr,140,140,280,0,266,2,2,1,Gd,8,Typ,Attchd,Fin,1,14,Ex,Ex,GdWo,NA,0,20,9,2019,CWD,Normal,2800000000
1346,RM,Grvl,Grvl,180,IR3,Lvl,AllPub,Gtl,TGR,Norm,Norm,1,8,9,2001,2019,Hip,ClyTile,Wd,NA,Gd,Gd,BrkTil,N,FuseA,160,160,320,0,305,3,3,1,Ex,7,Typ,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,24,12,2018,CWD,Normal,3500000000
1347,RP,Grvl,Grvl,200,IR3,Lvl,AllPub,Gtl,TGR,Feedr,Norm,1,8,7,2002,2015,Gambrel,ClyTile,Wd,NA,Ex,Gd,BrkTil,Y,SBrkr,180,180,360,0,346,4,4,1,Gd,6,Min 2,Attchd,Fin,1,14,Ex,Ex,GdWo,NA,0,12,8,2018,CWD,Normal,4500000000
1348,RH,Pave,NA,20,IR3,Lvl,AllPub,Gtl,TGR,Artery,Norm,1,8,8,2001,2016,Flat,ClyTile,Wd,NA,Gd,Gd,BrkTil,N,FuseA,20,0,20,0,7,3,3,1,Ex,5,Typ,Attchd,Fin,1,13,Gd,Gd,GdPrv,NA,0,18,3,2019,CWD,Normal,350000000
1349,RM,Grvl,Grvl,120,IR3,Lvl,AllPub,Gtl,TGR,Norm,Norm,1,8,9,2002,2014,Hip,ClyTile,Wd,NA,Ex,Gd,BrkTil,Y,SBrkr,100,100,200,0,186,2,2,1,Gd,6,Min 2,Attchd,Fin,1,14,Ex,Ex,MnPrv,NA,0,12,3,2019,CWD,Normal,2500000000
1350,RH,Pave,Pave,25,Reg,Lvl,AllPub,Gtl,TGR,Artery,Norm,1,8,8,1954,2016,Gambrel,Membran,Wd,NA,Gd,Gd,PConc,N,FuseA,25,0,25,0,25,3,3,1,Ex,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,3,6,2019,Con,Normal,375000000
1351,C,Pave,Pave,48,Reg,Lvl,AllPub,Gtl,TGR,Feedr,Norm,1,8,8,2002,2016,Flat,ClyTile,Wd,NA,Ex,Gd,BrkTil,Y,SBrkr,48,48,96,0,60,4,4,1,Gd,8,Typ,Detchd,RFn,2,36,Ex,Ex,GdPrv,TenC,0,18,1,2020,Con,Normal,700000000
1352,I,Pave,Pave,10000,Reg,Lvl,AllPub,Gtl,TGR,Norm,Norm,2,8,8,2003,2016,Flat,Metal,MetalSd,NA,Gd,Gd,PConc,N,FuseA,9000,50,9050,0,9050,3,3,1,Ex,9,Min 2,NA,NA,0,0,NA,NA,NA,Elev,0,1,9,2020,Con,Normal,50000000000
1353,RM,Grvl,Grvl,144,IR1,Lvl,AllPub,Gtl,TGR,Feedr,Norm,2,8,8,2004,2016,Hip,ClyTile,Wd,NA,Ex,Gd,BrkTil,Y,SBrkr,120,120,240,0,204,2,2,1,Gd,8,Typ,Detchd,RFn,2,36,Gd,Gd,GdPrv,TenC,0,19,3,2020,Con,Normal,3000000000
1354,RP,Grvl,Grvl,112,IR1,Lvl,AllPub,Gtl,TGR,Feedr,Norm,2,8,8,1995,2018,Gambrel,ClyTile,Wd,NA,Gd,Gd,BrkTil,N,FuseA,100,100,200,0,164,3,4,1,Ex,7,Min 2,Detchd,RFn,2,36,Gd,Gd,GdPrv,TenC,0,5,2,2018,Con,Normal,2500000000
1355,I,Grvl,Grvl,10000,Reg,Lvl,AllPub,Gtl,TGR,Norm,Norm,2,8,8,1996,2019,Flat,Metal,MetalSd,NA,Ex,Gd,PConc,Y,SBrkr,9000,50,9050,0,9050,4,3,1,Gd,6,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,24,5,2020,Con,Normal,50000000000
1356,RM,Grvl,Grvl,120,IR1,Lvl,AllPub,Gtl,TGR,Norm,Norm,2,8,8,1996,2020,Hip,ClyTile,BrkFace,NA,Gd,Gd,BrkTil,N,FuseA,100,100,200,50,187,3,2,1,Ex,5,Min 1,Attchd,RFn,1,13,Gd,Gd,GdPrv,NA,0,1,11,2018,Con,Normal,3000000000
1357,RP,Grvl,Grvl,120,IR1,Lvl,AllPub,Gtl,TGR,Norm,Norm,1,8,8,1996,2020,Gambrel,ClyTile,ImStucc,NA,Ex,Gd,BrkTil,Y,SBrkr,100,100,200,50,186,2,3,1,Gd,6,Typ,carport,RFn,1,14,Gd,Gd,GdPrv,NA,0,27,3,2018,Con,Normal,3000000000
1358,RP,Grvl,Grvl,120,IR1,Lvl,AllPub,Gtl,TGR,Norm,Norm,1,8,8,1996,2021,Gambrel,ClyTile,Plywood,NA,Gd,Gd,BrkTil,N,FuseA,100,100,200,50,185,3,4,1,Ex,7,Min 1,Detchd,RFn,1,15,Ex,Ex,GdPrv,NA,0,13,9,2018,Con,Normal,3000000000
1359,RH,Pave,NA,20,Reg,Lvl,AllPub,Gtl,TGR,Artery,Norm,1,8,8,1996,2015,Flat,Membran,MetalSd,NA,Ex,Gd,PConc,Y,SBrkr,20,0,20,0,20,4,3,1,Gd,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,10,12,2020,Con,Normal,350000000
1360,RL,Grvl,Grvl,120,IR2,Lvl,AllPub,Gtl,TGR,Norm,Norm,1,8,8,1996,2020,Hip,ClyTile,BrkFace,NA,Gd,Gd,BrkTil,N,FuseA,100,100,200,40,187,3,2,1,Ex,9,Typ,Attchd,RFn,1,13,Gd,Gd,GdWo,NA,0,12,10,2018,Con,Normal,3200000000
1361,RM,Grvl,Grvl,120,IR1,Lvl,AllPub,Gtl,TGR,Feedr,Norm,2,6,8,1996,2021,Gambrel,ClyTile,MetalSd,NA,Ex,Gd,BrkTil,Y,SBrkr,100,100,200,30,186,2,3,1,Gd,8,Typ,carport,RFn,1,14,Ex,Ex,GdPrv,NA,0,27,9,2020,Con,Normal,3200000000
1362,RP,Grvl,Grvl,120,IR3,Lvl,AllPub,Gtl,TGR,Norm,Norm,2,7,8,1996,2020,Hip,ClyTile,PreCast,NA,Gd,Gd,BrkTil,N,FuseA,100,100,200,20,185,3,4,1,Ex,7,Typ,Detchd,RFn,1,15,Gd,Gd,MnPrv,NA,0,11,1,2018,Con,Normal,3200000000
1363,RL,Grvl,Grvl,120,IR3,Lvl,AllPub,Gtl,TGR,Feedr,Norm,1,8,7,1996,2021,Gambrel,ClyTile,Wd,NA,Ex,Gd,BrkTil,Y,SBrkr,100,100,200,50,185,4,3,1,Gd,6,Typ,Attchd,RFn,1,15,Ex,Ex,GdWo,NA,0,22,10,2018,Con,Normal,3200000000
1364,RM,Grvl,Grvl,120,IR2,Lvl,AllPub,Gtl,TGR,Norm,Norm,1,9,8,1996,2016,Hip,ClyTile,PreCast,NA,Gd,Gd,BrkTil,N,FuseA,100,100,200,0,186,3,2,1,Ex,5,Typ,carport,Fin,1,14,Gd,Gd,MnPrv,NA,0,23,7,2018,Con,Normal,3200000000
1365,RP,Grvl,Grvl,180,IR2,Lvl,AllPub,Gtl,TGR,Norm,Norm,1,8,9,1954,2014,Gambrel,ClyTile,Stone,NA,Ex,Gd,BrkTil,Y,SBrkr,160,160,320,0,307,2,3,1,Gd,6,Typ,Detchd,Fin,1,13,Ex,Ex,GdWo,NA,0,7,6,2020,Con,Normal,3200000000
1366,RH,Pave,NA,20,Reg,Lvl,AllPub,Gtl,TGR,Artery,Norm,1,7,8,1996,2016,Flat,Membran,Stucco,NA,Gd,Gd,PConc,N,FuseA,20,0,20,0,7,3,4,1,Ex,2,Typ,Detchd,Fin,1,13,Ex,Ex,GdPrv,NA,0,19,4,2018,Con,Normal,350000000
1367,RH,Pave,NA,20,Reg,Lvl,AllPub,Gtl,TGR,Artery,Norm,1,6,7,1967,2016,Flat,Membran,VinylSd,NA,Ex,Gd,PConc,Y,SBrkr,20,0,20,0,20,4,3,1,Gd,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,25,6,2018,Con,Normal,360000000
1368,RH,Pave,NA,20,Reg,Lvl,AllPub,Gtl,TGR,Artery,Norm,1,7,8,1996,2016,Flat,Membran,Plywood,NA,Gd,Gd,PConc,N,FuseA,20,0,20,0,20,3,2,1,Ex,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,17,1,2019,Con,Normal,3500000000
1369,RM,Grvl,Grvl,180,IR2,Lvl,AllPub,Gtl,TGR,Feedr,Norm,2,8,9,1978,2016,Gambrel,ClyTile,Stone,NA,Ex,Gd,BrkTil,Y,SBrkr,160,160,320,0,307,2,3,1,Gd,6,Typ,Attchd,Fin,1,13,Ex,Ex,GdPrv,NA,0,19,6,2021,Con,Normal,3500000000
1370,RM,Grvl,Grvl,180,IR2,Lvl,AllPub,Gtl,TGR,Feedr,Norm,2,9,8,1978,2018,Gambrel,ClyTile,Stucco,NA,Gd,TA,BrkTil,Y,FuseA,160,160,320,0,306,3,4,1,Ex,7,Typ,carport,RFn,1,14,Gd,Gd,GdPrv,NA,0,26,5,2021,Con,Normal,3500000000
1371,RP,Grvl,Grvl,180,IR2,Lvl,AllPub,Gtl,TGR,Feedr,Norm,2,8,9,1989,2019,Gambrel,ClyTile,AsbShng,NA,Ex,TA,BrkTil,Y,SBrkr,160,160,320,0,306,4,3,1,Gd,8,Typ,Detchd,RFn,1,14,Gd,Gd,GdPrv,NA,0,21,8,2021,Con,Normal,3500000000
1372,C,Grvl,Grvl,180,Reg,Lvl,AllPub,Gtl,TGR,Norm,Norm,2,7,8,1996,2020,Flat,ClyTile,AsphShn,NA,Gd,TA,BrkTil,Y,FuseA,160,160,320,80,305,3,2,1,Ex,7,Typ,Detchd,Fin,1,15,Gd,Gd,GdPrv,NA,0,14,5,2021,Con,Normal,3500000000
1373,I,Grvl,Grvl,30000,Reg,Lvl,AllPub,Gtl,TGR,Artery,Norm,2,8,9,1994,2016,Flat,Metal,MetalSd,NA,Ex,TA,PConc,Y,SBrkr,25000,50,25050,0,25050,2,3,1,Gd,6,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,16,9,2021,Con,Normal,3500000000
1374,RM,Grvl,Grvl,180,IR2,Lvl,AllPub,Gtl,TGR,Artery,Norm,2,9,8,1992,2014,Gambrel,ClyTile,Stucco,NA,Gd,TA,BrkTil,Y,FuseA,160,160,320,0,307,3,4,1,Ex,7,Typ,Attchd,Fin,1,13,TA,TA,MnPrv,NA,0,22,6,2021,Con,Normal,3500000000
1375,RH,Grvl,NA,18,IR2,Lvl,AllPub,Gtl,TGR,Artery,Norm,1,8,9,2004,2015,Flat,Membran,Wd,NA,Ex,TA,PConc,Y,SBrkr,18,0,18,0,4,4,3,1,Gd,2,Typ,carport,Fin,1,14,TA,TA,MnPrv,NA,0,12,1,2021,Con,Normal,320000000
1376,C,Grvl,Grvl,50,Reg,Lvl,AllPub,Gtl,TGR,Artery,Norm,2,7,9,1994,2014,Flat,ClyTile,PreCast,NA,Gd,TA,BrkTil,Y,FuseA,50,50,100,0,85,3,2,1,Ex,7,Typ,Detchd,Fin,1,15,TA,TA,MnPrv,NA,0,8,3,2021,Con,Normal,750000000
1377,I,Grvl,Grvl,20000,Reg,Lvl,AllPub,Gtl,TGR,Artery,Norm,2,8,8,1998,2017,Flat,Metal,MetalSd,NA,Ex,TA,PConc,Y,SBrkr,15000,50,15050,0,15050,2,3,1,Gd,6,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,9,1,2021,Con,Normal,1E+11
1378,RP,Grvl,Grvl,160,IR2,Lvl,AllPub,Gtl,TGR,Feedr,Norm,2,9,9,1999,2018,Gambrel,ClyTile,Stone,NA,Gd,TA,BrkTil,Y,FuseA,140,140,280,0,267,3,4,1,Ex,7,Typ,Attchd,Fin,1,13,Gd,Gd,GdPrv,NA,0,27,7,2021,Con,Normal,3200000000
1379,RH,Pave,NA,20,Reg,Lvl,AllPub,Gtl,TGR,Artery,Norm,1,8,8,2000,2015,Flat,ClyTile,Stucco,NA,Ex,TA,BrkTil,Y,SBrkr,20,0,20,0,5,4,3,1,Gd,8,Typ,carport,Fin,1,15,Ex,Ex,GdPrv,NA,0,2,9,2021,Con,Normal,350000000
1380,RM,Grvl,Grvl,180,IR1,Lvl,AllPub,Gtl,TGR,Norm,Norm,2,7,8,2004,2016,Gambrel,ClyTile,Stone,NA,Gd,TA,BrkTil,Y,FuseA,180,0,180,0,166,3,2,1,Gd,7,Typ,Detchd,Fin,1,14,Gd,Gd,GdPrv,NA,0,22,5,2021,Con,Normal,3000000000
1381,C,Grvl,Grvl,200,Reg,Lvl,AllPub,Gtl,TGR,Feedr,Norm,2,8,8,2003,2014,Flat,ClyTile,Stucco,NA,Ex,TA,BrkTil,Y,SBrkr,200,0,200,0,187,2,3,1,Gd,6,Typ,Detchd,Fin,1,13,Ex,Ex,GdPrv,NA,0,26,6,2021,Con,Normal,4000000000
1382,I,Grvl,Grvl,10000,Reg,Lvl,AllPub,Gtl,TGR,Artery,Norm,2,9,9,1995,2016,Flat,Metal,MetalSd,NA,Gd,TA,PConc,Y,FuseA,9000,50,9050,0,9035,3,4,1,Gd,7,Typ,NA,NA,0,15,Gd,Gd,GdPrv,NA,0,26,12,2021,Con,Normal,50000000000
1383,RM,Grvl,Grvl,200,IR2,Lvl,AllPub,Gtl,TGR,Artery,Norm,2,8,8,1994,2016,Gambrel,ClyTile,AsbShng,NA,Ex,TA,BrkTil,Y,SBrkr,200,0,200,0,186,4,3,1,Gd,8,Typ,Detchd,Fin,1,14,Ex,Ex,GdPrv,NA,0,18,9,2021,Con,Normal,4000000000
1384,RP,Grvl,Grvl,200,IR3,Lvl,AllPub,Gtl,TGR,Feedr,Norm,2,7,8,2007,2016,Gambrel,ClyTile,AsphShn,NA,Gd,TA,BrkTil,Y,FuseA,200,0,200,0,187,3,3,1,Gd,7,Typ,Detchd,Fin,1,13,Gd,Gd,GdPrv,NA,0,8,11,2021,Con,Normal,4000000000
1385,RL,Grvl,Grvl,200,IR1,Lvl,AllPub,Gtl,TGR,Norm,Norm,2,8,8,2005,2016,Gambrel,ClyTile,MetalSd,NA,Ex,Gd,BrkTil,Y,SBrkr,200,0,200,0,185,2,2,1,Gd,6,Typ,Detchd,Fin,1,15,Ex,Ex,GdPrv,NA,0,11,10,2021,Con,Normal,4000000000
1386,RM,Grvl,Grvl,200,IR2,Lvl,AllPub,Gtl,TGR,Feedr,Norm,2,9,8,1996,2018,Gambrel,ClyTile,Stucco,NA,Gd,Gd,BrkTil,Y,FuseA,200,0,200,0,186,3,3,1,Gd,7,Typ,Detchd,Fin,1,14,Gd,Gd,GdPrv,NA,0,21,10,2021,Con,Normal,4000000000
1387,RP,Grvl,Grvl,200,IR3,Lvl,AllPub,Gtl,TGR,Norm,Norm,2,7,9,1992,2019,Gambrel,ClyTile,Wd,NA,Ex,Gd,BrkTil,Y,SBrkr,200,0,200,0,186,4,4,1,Gd,8,Typ,Detchd,Fin,1,14,Ex,Ex,GdPrv,NA,0,29,2,2021,WD,Normal,4000000000
